_genre,type,release_year,age_certification,total_media,imdb_vote
drama,MOVIE,1958,,1,4385
action,SHOW,2011,TV-PG,1,4367
comedy,SHOW,2011,TV-PG,1,4367
horror,SHOW,2011,TV-PG,1,4367
scifi,SHOW,2011,TV-PG,1,4367
family,SHOW,2013,TV-Y,3,4335
fantasy,SHOW,2013,TV-Y,3,4335
documentation,MOVIE,2009,R,1,4333
family,MOVIE,2014,PG-13,1,4315
documentation,SHOW,2018,,5,4314
fantasy,SHOW,2020,,4,4309
sport,MOVIE,2018,R,1,4303
music,SHOW,2018,TV-MA,3,4300
crime,MOVIE,2019,PG,1,4298
thriller,MOVIE,2019,PG,1,4298
animation,MOVIE,2005,PG-13,1,4297
romance,SHOW,2018,TV-PG,4,4295
animation,MOVIE,2018,R,1,4263
documentation,MOVIE,2019,R,1,4256
action,MOVIE,2018,NC-17,1,4252
crime,MOVIE,2018,NC-17,1,4252
thriller,MOVIE,2018,NC-17,1,4252
documentation,MOVIE,1998,PG-13,1,4247
action,MOVIE,1999,,1,4230
comedy,MOVIE,1999,,1,4230
fantasy,MOVIE,1999,,1,4230
scifi,SHOW,2021,,2,4226
comedy,SHOW,2013,TV-PG,2,4209
animation,SHOW,2009,TV-Y,2,4197
comedy,SHOW,2009,TV-Y,2,4197
family,SHOW,2009,TV-Y,2,4197
action,SHOW,1999,TV-Y7,1,4185
animation,SHOW,1999,TV-Y7,1,4185
comedy,SHOW,1999,TV-Y7,1,4185
european,SHOW,1999,TV-Y7,1,4185
family,SHOW,1999,TV-Y7,1,4185
european,MOVIE,1998,PG-13,1,4175
action,MOVIE,2000,,1,4168
crime,MOVIE,2000,,1,4168
drama,MOVIE,2000,,1,4168
romance,MOVIE,2000,,1,4168
comedy,SHOW,2002,,1,4168
family,MOVIE,2019,PG-13,2,4160
sport,MOVIE,2018,PG,1,4159
horror,MOVIE,2018,PG,1,4158
action,MOVIE,1995,,2,4149
reality,SHOW,2012,TV-14,2,4138
documentation,MOVIE,2017,PG-13,2,4097
drama,MOVIE,1982,,5,4075
thriller,SHOW,2020,,3,4040
documentation,MOVIE,2006,PG-13,1,3984
animation,MOVIE,2006,PG-13,1,3975
sport,MOVIE,2014,R,1,3953
sport,SHOW,2022,TV-MA,3,3927
family,SHOW,2019,TV-MA,1,3907
crime,MOVIE,1995,,1,3901
fantasy,SHOW,2012,TV-14,1,3899
comedy,SHOW,2009,TV-MA,2,3850
crime,MOVIE,2018,PG-13,2,3827
music,SHOW,2018,,3,3823
fantasy,MOVIE,2004,,1,3813
animation,SHOW,1993,TV-Y7,1,3808
comedy,SHOW,1993,TV-Y7,1,3808
western,SHOW,1993,TV-Y7,1,3808
fantasy,MOVIE,2016,,4,3804
family,SHOW,2018,TV-MA,2,3723
animation,SHOW,2009,TV-G,2,3721
european,SHOW,2009,TV-G,2,3721
comedy,SHOW,1996,TV-PG,1,3713
drama,SHOW,1996,TV-PG,1,3713
family,SHOW,1996,TV-PG,1,3713
european,MOVIE,2008,,2,3706
war,SHOW,2018,,2,3674
thriller,MOVIE,2020,PG,1,3641
western,MOVIE,2018,PG,1,3634
fantasy,MOVIE,2013,PG-13,1,3634
fantasy,MOVIE,2014,,2,3628
documentation,MOVIE,2008,PG-13,2,3623
animation,SHOW,2019,,7,3611
romance,MOVIE,2002,,1,3598
action,MOVIE,2018,G,1,3574
scifi,MOVIE,2018,G,1,3574
drama,MOVIE,1988,,5,3568
animation,SHOW,2013,TV-Y7,3,3567
comedy,SHOW,2013,TV-Y7,3,3567
family,SHOW,2013,TV-Y7,3,3567
reality,SHOW,2020,TV-G,6,3545
action,SHOW,2017,TV-Y7,7,3545
reality,SHOW,2015,TV-PG,1,3538
crime,SHOW,2018,,5,3529
drama,MOVIE,2019,G,4,3519
reality,SHOW,2022,TV-14,2,3517
animation,SHOW,1981,TV-Y,1,3514
comedy,SHOW,1981,TV-Y,1,3514
european,SHOW,1981,TV-Y,1,3514
family,SHOW,1981,TV-Y,1,3514
scifi,SHOW,1981,TV-Y,1,3514
sport,SHOW,2019,TV-14,1,3491
documentation,MOVIE,2009,,2,3428
fantasy,SHOW,2019,TV-Y7,3,3425
comedy,MOVIE,1993,,2,3405
music,MOVIE,2012,,1,3398
scifi,MOVIE,2012,,1,3398
european,SHOW,2017,TV-G,1,3380
reality,SHOW,2018,,4,3339
drama,SHOW,2022,TV-PG,3,3316
music,SHOW,2021,TV-PG,1,3301
history,MOVIE,2016,PG-13,1,3281
reality,SHOW,1998,TV-14,1,3274
crime,SHOW,2015,,2,3267
animation,MOVIE,2014,,3,3266
fantasy,MOVIE,2010,G,1,3264
horror,MOVIE,2010,G,1,3264
comedy,SHOW,2022,TV-PG,2,3235
european,MOVIE,2005,,1,3210
romance,SHOW,2022,TV-PG,3,3210
drama,MOVIE,1979,,3,3187
action,MOVIE,1991,G,1,3178
scifi,MOVIE,1991,G,1,3178
action,MOVIE,2015,PG,1,3170
family,SHOW,1983,TV-G,1,3126
action,SHOW,2009,TV-Y,1,3114
comedy,SHOW,1994,TV-MA,1,3106
drama,SHOW,1994,TV-MA,1,3106
romance,SHOW,1994,TV-MA,1,3106
reality,SHOW,2014,TV-PG,2,3101
sport,MOVIE,2007,PG,2,3096
documentation,MOVIE,1993,,1,3085
action,MOVIE,1995,G,1,3056
drama,MOVIE,1995,G,1,3056
romance,MOVIE,1995,G,1,3056
reality,SHOW,2005,TV-14,1,3046
war,MOVIE,2020,PG-13,1,3032
thriller,SHOW,2017,TV-PG,2,3027
action,MOVIE,1998,,1,3025
thriller,MOVIE,1998,,1,3025
reality,SHOW,2017,TV-PG,2,3024
animation,SHOW,2016,TV-PG,3,2969
music,MOVIE,2010,G,1,2968
fantasy,SHOW,2018,,3,2885
comedy,MOVIE,2009,G,2,2870
drama,MOVIE,2009,G,2,2870
family,SHOW,1989,TV-PG,1,2866
drama,MOVIE,1996,G,1,2837
romance,MOVIE,1996,G,1,2837
comedy,MOVIE,1997,,1,2825
history,MOVIE,1997,,1,2825
romance,MOVIE,1997,,1,2825
documentation,SHOW,2021,TV-G,3,2809
drama,SHOW,2015,,1,2688
thriller,SHOW,2015,,1,2688
comedy,SHOW,2022,TV-14,4,2673
fantasy,SHOW,2017,TV-PG,2,2637
animation,SHOW,2017,TV-Y,7,2621
animation,MOVIE,2015,,4,2618
action,SHOW,2008,TV-MA,2,2611
action,MOVIE,2020,G,1,2609
crime,MOVIE,2004,,1,2608
comedy,SHOW,2001,TV-14,2,2606
horror,MOVIE,2017,PG-13,1,2592
animation,MOVIE,2001,PG-13,1,2570
fantasy,MOVIE,2001,PG-13,1,2570
action,SHOW,2009,TV-14,3,2537
documentation,MOVIE,2016,PG-13,1,2519
horror,SHOW,2003,TV-14,1,2512
scifi,SHOW,2003,TV-14,1,2512
music,SHOW,2015,TV-14,2,2497
action,MOVIE,1963,,1,2470
drama,MOVIE,1963,,1,2470
history,MOVIE,1963,,1,2470
romance,MOVIE,1963,,1,2470
war,MOVIE,1963,,1,2470
action,MOVIE,2022,PG,1,2468
animation,MOVIE,2022,PG,1,2468
drama,MOVIE,2022,PG,1,2468
fantasy,MOVIE,2022,PG,1,2468
romance,MOVIE,2022,PG,1,2468
scifi,MOVIE,2022,PG,1,2468
thriller,MOVIE,2022,PG,1,2468
reality,SHOW,2014,TV-14,1,2450
documentation,SHOW,2018,TV-G,2,2450
sport,SHOW,2018,TV-G,2,2450
family,SHOW,2017,TV-Y,7,2443
family,MOVIE,2017,G,4,2440
animation,SHOW,2018,TV-Y,16,2418
documentation,MOVIE,1977,PG,1,2416
european,MOVIE,1977,PG,1,2416
history,MOVIE,1977,PG,1,2416
romance,MOVIE,2021,G,1,2393
horror,SHOW,2018,TV-PG,1,2391
european,SHOW,2017,TV-Y7,1,2375
documentation,MOVIE,2011,,2,2369
action,SHOW,2017,TV-G,2,2369
comedy,SHOW,2017,TV-G,2,2369
comedy,SHOW,1999,TV-PG,1,2346
reality,SHOW,2016,TV-PG,3,2332
crime,SHOW,2000,TV-MA,1,2326
drama,SHOW,2000,TV-MA,1,2326
european,SHOW,2017,,2,2326
comedy,MOVIE,1996,PG,1,2322
drama,MOVIE,1996,PG,1,2322
romance,MOVIE,1996,PG,1,2322
family,SHOW,2017,TV-14,2,2322
european,MOVIE,2011,PG,1,2316
thriller,MOVIE,2011,PG,1,2316
thriller,SHOW,2017,,1,2311
action,SHOW,2008,,3,2299
history,SHOW,2015,TV-14,3,2269
animation,SHOW,2016,TV-Y,8,2219
thriller,MOVIE,2010,,2,2218
action,MOVIE,2003,PG-13,1,2206
animation,MOVIE,2003,PG-13,1,2206
thriller,MOVIE,2003,PG-13,1,2206
action,MOVIE,2001,,1,2196
fantasy,MOVIE,2001,,1,2196
animation,SHOW,2015,TV-Y,7,2193
comedy,MOVIE,2015,G,2,2188
romance,MOVIE,1993,PG-13,1,2177
thriller,MOVIE,1993,PG-13,1,2177
family,SHOW,2016,TV-Y,7,2170
thriller,SHOW,2019,TV-PG,1,2151
comedy,SHOW,1972,TV-MA,1,2144
war,MOVIE,1988,,2,2143
reality,SHOW,2020,TV-Y7,1,2135
animation,MOVIE,2021,PG-13,2,2131
action,MOVIE,2002,PG-13,1,2127
animation,MOVIE,2002,PG-13,1,2127
comedy,MOVIE,2002,PG-13,1,2127
fantasy,MOVIE,2002,PG-13,1,2127
romance,MOVIE,2002,PG-13,1,2127
drama,SHOW,2017,TV-Y7,3,2125
crime,MOVIE,2022,PG-13,1,2122
family,SHOW,2022,TV-MA,1,2122
family,SHOW,2014,TV-14,1,2115
sport,SHOW,2015,TV-G,1,2114
family,SHOW,2015,TV-Y,6,2111
drama,SHOW,2009,TV-MA,1,2110
music,SHOW,2019,TV-14,1,2107
history,MOVIE,2015,R,1,2089
romance,MOVIE,2019,G,2,2089
documentation,MOVIE,2021,PG,3,2083
fantasy,SHOW,2022,TV-14,3,2082
fantasy,MOVIE,2005,,1,2077
reality,SHOW,2018,TV-G,1,2061
family,SHOW,2018,TV-Y,11,2057
sport,MOVIE,2019,R,1,2012
action,SHOW,2014,TV-Y7,1,2008
animation,SHOW,2014,TV-Y7,1,2008
comedy,SHOW,2014,TV-Y7,1,2008
family,SHOW,2014,TV-Y7,1,2008
fantasy,SHOW,2014,TV-Y7,1,2008
european,SHOW,2014,TV-PG,2,2005
animation,SHOW,2021,TV-G,2,1985
music,SHOW,2019,TV-PG,1,1979
war,MOVIE,2022,PG-13,1,1972
history,MOVIE,2014,,1,1967
history,SHOW,2018,,3,1961
animation,SHOW,2013,TV-14,2,1960
reality,SHOW,2009,TV-14,1,1951
documentation,MOVIE,2014,PG,1,1950
music,MOVIE,2012,G,1,1936
reality,SHOW,2017,,5,1926
comedy,SHOW,2012,TV-Y,2,1922
family,SHOW,2021,TV-Y,8,1913
animation,SHOW,2015,TV-14,1,1911
animation,SHOW,2012,TV-Y,3,1911
documentation,SHOW,2015,,1,1905
family,SHOW,2012,TV-Y,2,1895
action,MOVIE,2021,G,1,1893
fantasy,MOVIE,2021,G,1,1893
music,MOVIE,2021,G,1,1893
thriller,MOVIE,2021,G,1,1893
fantasy,SHOW,2017,TV-Y,3,1893
history,MOVIE,2020,PG,1,1867
animation,SHOW,2008,TV-MA,1,1856
fantasy,SHOW,2008,TV-MA,1,1856
horror,SHOW,2017,TV-PG,1,1826
scifi,SHOW,2017,TV-PG,1,1826
european,SHOW,2013,TV-Y7,1,1802
european,MOVIE,2021,,1,1789
comedy,SHOW,2015,TV-Y,4,1782
music,SHOW,2021,TV-MA,2,1778
animation,SHOW,2010,TV-Y,3,1777
comedy,SHOW,2010,TV-Y,3,1777
drama,MOVIE,2017,G,2,1766
action,SHOW,2013,TV-Y7,2,1765
drama,SHOW,2013,TV-Y7,2,1765
fantasy,SHOW,2013,TV-Y7,2,1765
animation,SHOW,1987,TV-Y,1,1759
comedy,SHOW,1987,TV-Y,1,1759
crime,SHOW,1987,TV-Y,1,1759
european,SHOW,1987,TV-Y,1,1759
family,SHOW,1987,TV-Y,1,1759
european,SHOW,2019,TV-MA,1,1741
action,MOVIE,1988,,2,1741
documentation,SHOW,2009,TV-MA,1,1740
documentation,SHOW,2012,TV-14,2,1726
comedy,SHOW,1998,TV-MA,1,1703
animation,SHOW,2021,TV-Y,9,1703
western,SHOW,2015,TV-Y7,1,1696
drama,MOVIE,1989,,3,1688
romance,SHOW,2013,TV-MA,1,1681
documentation,SHOW,2017,TV-PG,3,1671
animation,MOVIE,1988,,1,1649
scifi,MOVIE,1988,,1,1649
reality,SHOW,2015,TV-14,1,1624
documentation,MOVIE,2017,PG,2,1622
comedy,SHOW,2017,TV-Y,5,1622
drama,SHOW,2015,TV-PG,3,1618
music,SHOW,2020,,2,1601
comedy,SHOW,2016,TV-Y,4,1596
romance,MOVIE,2018,G,1,1564
music,MOVIE,1993,R,1,1564
romance,MOVIE,1993,R,1,1564
animation,SHOW,2015,TV-G,2,1560
european,SHOW,2015,TV-G,2,1560
sport,MOVIE,2017,PG,1,1545
family,SHOW,2019,TV-Y,8,1538
comedy,MOVIE,1989,,1,1522
family,MOVIE,2011,,2,1522
fantasy,MOVIE,2013,G,3,1508
european,SHOW,2017,TV-PG,2,1476
action,SHOW,2008,TV-Y7,1,1469
animation,SHOW,2008,TV-Y7,1,1469
drama,SHOW,2008,TV-Y7,1,1469
european,SHOW,2008,TV-Y7,1,1469
family,SHOW,2008,TV-Y7,1,1469
fantasy,SHOW,2008,TV-Y7,1,1469
scifi,SHOW,2008,TV-Y7,1,1469
sport,MOVIE,2020,PG,1,1463
comedy,SHOW,2021,TV-Y,7,1458
documentation,SHOW,2016,,3,1456
romance,SHOW,2018,,3,1456
romance,MOVIE,1982,,1,1449
comedy,MOVIE,2013,G,1,1444
family,MOVIE,2013,G,1,1444
animation,MOVIE,2016,,3,1439
comedy,SHOW,2018,TV-Y,6,1435
drama,SHOW,2008,,1,1422
horror,SHOW,2019,,2,1421
comedy,SHOW,2013,TV-Y,2,1420
reality,SHOW,2022,TV-PG,3,1416
comedy,SHOW,2021,TV-G,3,1394
scifi,SHOW,2018,,3,1367
history,SHOW,2021,,1,1362
war,SHOW,2021,,1,1362
war,MOVIE,1982,,2,1359
family,MOVIE,2013,,2,1318
european,SHOW,2015,TV-Y,3,1307
european,SHOW,2016,TV-Y7,2,1294
war,SHOW,2010,TV-14,1,1291
horror,MOVIE,2014,,1,1285
reality,SHOW,2016,,2,1278
reality,MOVIE,2019,,1,1268
family,SHOW,2018,,4,1264
drama,MOVIE,2015,G,1,1248
romance,MOVIE,2015,G,1,1248
documentation,SHOW,2022,TV-14,3,1245
action,MOVIE,1981,,1,1242
animation,MOVIE,1981,,1,1242
drama,MOVIE,1981,,1,1242
scifi,MOVIE,1981,,1,1242
war,MOVIE,1981,,1,1242
music,MOVIE,2019,PG,1,1231
fantasy,SHOW,2009,TV-G,1,1222
crime,MOVIE,1954,,1,1219
drama,MOVIE,1954,,1,1219
drama,MOVIE,1991,,5,1218
action,SHOW,2015,TV-G,1,1214
animation,MOVIE,2022,,2,1214
comedy,MOVIE,1997,G,1,1212
drama,MOVIE,1997,G,1,1212
romance,MOVIE,1997,G,1,1212
action,MOVIE,1982,,1,1210
animation,MOVIE,1982,,1,1210
scifi,MOVIE,1982,,1,1210
family,SHOW,2010,TV-Y,2,1205
crime,SHOW,2017,TV-PG,1,1201
romance,SHOW,2017,TV-PG,1,1201
drama,SHOW,2018,TV-G,1,1189
family,SHOW,2021,TV-G,2,1162
documentation,MOVIE,2018,NC-17,1,1160
documentation,MOVIE,1998,,2,1157
horror,MOVIE,2004,,1,1153
romance,SHOW,2013,TV-14,1,1152
documentation,MOVIE,2001,,2,1137
action,MOVIE,1993,,2,1135
music,SHOW,2013,TV-Y7,1,1130
romance,SHOW,2013,TV-Y7,1,1130
music,MOVIE,2006,,1,1120
documentation,MOVIE,1968,,1,1117
fantasy,MOVIE,1982,,1,1113
reality,SHOW,2001,TV-14,1,1104
action,SHOW,2022,TV-14,2,1100
european,MOVIE,2013,,2,1097
thriller,MOVIE,2018,PG,2,1087
european,SHOW,2009,TV-Y,1,1083
fantasy,SHOW,2009,TV-Y,1,1083
music,SHOW,2022,TV-14,2,1076
fantasy,SHOW,2021,TV-Y,3,1076
animation,SHOW,2015,,3,1069
action,SHOW,2010,TV-Y,1,1049
drama,SHOW,2006,TV-MA,1,1034
documentation,SHOW,2015,TV-PG,1,1031
european,SHOW,2015,TV-PG,1,1031
history,SHOW,2015,TV-PG,1,1031
sport,MOVIE,2011,,1,1018
comedy,SHOW,2015,,2,1012
family,SHOW,2015,,2,1012
scifi,SHOW,2015,,2,1012
european,MOVIE,2012,,1,1003
family,MOVIE,2008,,1,1000
reality,SHOW,2021,,4,998
documentation,SHOW,2017,TV-Y7,1,993
western,SHOW,2017,TV-Y7,1,993
family,MOVIE,2015,G,2,988
european,MOVIE,1999,,1,987
animation,SHOW,2019,TV-Y,6,987
documentation,MOVIE,2010,,2,986
fantasy,MOVIE,2020,G,1,983
scifi,MOVIE,2020,G,1,983
animation,SHOW,2018,,3,983
action,SHOW,2019,TV-G,1,979
comedy,SHOW,2019,TV-G,1,979
family,SHOW,2019,TV-G,1,979
thriller,MOVIE,2009,,2,976
music,MOVIE,2017,PG-13,1,950
comedy,MOVIE,1979,,1,943
european,MOVIE,2022,,1,938
documentation,MOVIE,2016,G,1,934
family,MOVIE,2016,G,1,934
reality,MOVIE,2021,,1,928
animation,SHOW,2006,,1,912
comedy,SHOW,2006,,1,912
european,SHOW,2006,,1,912
family,SHOW,2006,,1,912
fantasy,SHOW,2006,,1,912
music,SHOW,2006,,1,912
horror,MOVIE,2003,,1,909
thriller,MOVIE,2003,,1,909
reality,SHOW,2017,TV-14,1,895
sport,SHOW,2017,TV-14,1,895
scifi,SHOW,2019,TV-Y7,3,892
european,MOVIE,2021,R,1,889
reality,SHOW,2013,TV-PG,1,886
action,MOVIE,2019,G,1,880
thriller,MOVIE,2019,G,1,880
history,SHOW,2019,TV-14,1,880
animation,SHOW,2008,,2,877
comedy,SHOW,2008,,2,877
action,SHOW,2020,TV-G,1,873
animation,SHOW,2007,TV-Y7,1,863
comedy,SHOW,2007,TV-Y7,1,863
drama,SHOW,2007,TV-Y7,1,863
scifi,SHOW,2007,TV-Y7,1,863
thriller,SHOW,2017,TV-Y7,1,862
comedy,SHOW,2013,TV-14,2,862
history,SHOW,2017,TV-PG,1,852
animation,SHOW,2007,,2,838
family,SHOW,2014,,2,832
fantasy,MOVIE,2015,,1,825
drama,SHOW,2021,TV-G,1,824
sport,SHOW,2019,TV-PG,2,820
romance,SHOW,2021,TV-PG,3,811
sport,SHOW,2013,TV-14,1,808
action,SHOW,2013,TV-Y,1,800
european,SHOW,2013,TV-Y,1,800
romance,SHOW,2018,TV-G,1,798
thriller,MOVIE,1993,,1,784
documentation,MOVIE,2005,,1,778
documentation,SHOW,2014,,2,769
crime,MOVIE,1976,,1,768
drama,MOVIE,1976,,1,768
western,MOVIE,2018,,2,759
fantasy,SHOW,2018,TV-Y,4,753
sport,MOVIE,2022,,1,749
history,MOVIE,2017,PG,1,736
action,SHOW,2007,,1,720
family,SHOW,2007,,1,720
scifi,SHOW,2007,,1,720
western,SHOW,2007,,1,720
drama,MOVIE,1996,,1,718
animation,SHOW,2014,TV-G,2,711
scifi,SHOW,2015,TV-Y,2,709
music,SHOW,2018,TV-G,1,708
crime,MOVIE,1991,,2,706
action,SHOW,2010,,2,701
animation,SHOW,2010,,2,701
horror,SHOW,2017,TV-Y7,1,694
action,MOVIE,2007,,1,686
western,MOVIE,2021,,1,681
european,MOVIE,1993,,1,678
horror,MOVIE,2009,,1,674
music,SHOW,2021,TV-Y7,1,674
comedy,SHOW,2019,TV-Y,3,672
fantasy,SHOW,2019,TV-Y,3,672
animation,SHOW,2020,TV-Y,8,672
documentation,MOVIE,2007,,2,658
fantasy,SHOW,2016,TV-Y,3,657
european,SHOW,2010,,1,644
family,SHOW,2010,,1,644
fantasy,SHOW,2010,,1,644
romance,SHOW,2010,,1,644
fantasy,MOVIE,2011,,2,642
scifi,SHOW,2013,TV-Y7,1,635
scifi,SHOW,2013,TV-Y,1,620
animation,SHOW,2011,TV-G,2,619
action,SHOW,2015,TV-Y,1,614
documentation,SHOW,2009,TV-14,1,603
european,SHOW,2009,TV-14,1,603
history,SHOW,2009,TV-14,1,603
war,SHOW,2009,TV-14,1,603
action,SHOW,2013,TV-PG,1,593
animation,SHOW,2013,TV-PG,1,593
family,SHOW,2013,TV-PG,1,593
scifi,SHOW,2013,TV-PG,1,593
sport,SHOW,2013,TV-PG,1,593
action,MOVIE,1956,,1,590
drama,MOVIE,1956,,1,590
romance,MOVIE,1956,,1,590
thriller,MOVIE,1956,,1,590
documentation,MOVIE,1994,,1,589
comedy,SHOW,2011,TV-G,1,582
drama,SHOW,2011,TV-G,1,582
family,SHOW,2011,TV-G,1,582
horror,SHOW,2011,TV-G,1,582
thriller,SHOW,2011,TV-G,1,582
fantasy,SHOW,2022,TV-PG,2,581
action,SHOW,2015,,1,579
european,SHOW,2015,,1,579
fantasy,SHOW,2015,,1,579
european,SHOW,2010,TV-Y,1,572
action,MOVIE,1979,,1,555
family,MOVIE,1979,,1,555
fantasy,MOVIE,1979,,1,555
romance,MOVIE,1979,,1,555
european,SHOW,2018,,1,551
thriller,SHOW,2022,TV-14,1,542
family,SHOW,2020,TV-Y,6,541
action,MOVIE,1984,,2,538
drama,MOVIE,1984,,2,538
sport,MOVIE,2018,G,1,537
romance,MOVIE,2016,PG,2,527
comedy,SHOW,2020,TV-Y,5,523
drama,SHOW,2021,TV-Y,1,509
music,SHOW,2021,TV-Y,1,509
animation,MOVIE,2011,,1,504
family,SHOW,2022,TV-PG,1,500
scifi,SHOW,2022,TV-PG,1,500
animation,SHOW,2022,TV-14,1,497
scifi,SHOW,2022,TV-14,1,497
sport,SHOW,2017,TV-Y7,1,489
thriller,SHOW,2021,TV-Y7,1,479
crime,MOVIE,1988,,2,472
thriller,MOVIE,1988,,2,472
animation,SHOW,2016,,3,464
comedy,SHOW,2008,TV-G,1,461
drama,SHOW,2008,TV-G,1,461
romance,SHOW,2008,TV-G,1,461
reality,SHOW,2013,TV-14,1,459
action,SHOW,2018,TV-Y,3,455
music,MOVIE,2020,G,1,442
fantasy,MOVIE,2017,G,1,440
comedy,SHOW,2006,TV-PG,1,437
history,SHOW,2015,,1,433
reality,SHOW,2021,TV-G,1,433
drama,MOVIE,1987,,2,425
comedy,SHOW,2014,TV-PG,1,424
romance,SHOW,2014,TV-PG,1,424
action,SHOW,2019,TV-Y,2,423
drama,SHOW,2015,TV-Y,2,416
documentation,SHOW,2018,TV-Y7,1,415
comedy,MOVIE,1972,R,1,411
documentation,MOVIE,1972,R,1,411
music,MOVIE,1972,R,1,411
drama,SHOW,2014,TV-G,1,411
european,SHOW,2014,TV-G,1,411
fantasy,SHOW,2014,TV-G,1,411
horror,SHOW,2017,TV-Y,1,411
fantasy,MOVIE,2013,,1,407
scifi,MOVIE,2011,PG,1,407
crime,MOVIE,2009,G,1,406
drama,MOVIE,1986,,3,396
animation,SHOW,2014,,1,390
comedy,SHOW,2014,,1,390
romance,MOVIE,2008,PG,1,388
documentation,SHOW,2016,TV-PG,2,387
family,SHOW,2016,TV-PG,2,383
fantasy,SHOW,2016,TV-PG,2,383
history,MOVIE,2012,,1,376
scifi,MOVIE,2017,PG,1,376
fantasy,SHOW,2016,,2,376
documentation,MOVIE,2004,,1,373
romance,SHOW,2018,TV-Y7,1,372
european,MOVIE,1991,,1,365
war,MOVIE,1991,,1,365
european,MOVIE,2014,R,1,365
documentation,MOVIE,1990,,1,353
sport,SHOW,2018,,1,350
documentation,MOVIE,2008,,2,347
drama,SHOW,2001,TV-14,2,345
music,MOVIE,2007,,1,344
scifi,SHOW,2018,TV-Y,2,344
family,SHOW,2017,,2,343
thriller,MOVIE,1991,,1,341
fantasy,SHOW,2021,TV-G,1,338
scifi,SHOW,2021,TV-G,1,338
animation,SHOW,2010,TV-PG,1,330
comedy,SHOW,2010,TV-PG,1,330
family,SHOW,2010,TV-PG,1,330
fantasy,SHOW,2010,TV-PG,1,330
horror,SHOW,2010,TV-PG,1,330
music,SHOW,2010,TV-PG,1,330
scifi,SHOW,2010,TV-PG,1,330
history,SHOW,2014,,1,327
romance,MOVIE,1993,,1,320
family,MOVIE,2018,R,1,320
family,SHOW,2015,TV-MA,1,314
music,MOVIE,2022,,1,313
animation,MOVIE,2008,G,1,310
fantasy,MOVIE,2008,G,1,310
animation,SHOW,2017,TV-G,1,307
scifi,SHOW,2017,TV-G,1,307
fantasy,MOVIE,2018,G,2,307
sport,MOVIE,2015,,2,306
scifi,SHOW,2019,TV-Y,1,304
action,MOVIE,2009,,1,302
crime,MOVIE,2009,,1,302
crime,SHOW,2009,TV-14,1,302
sport,SHOW,2009,TV-14,1,302
music,SHOW,2014,TV-G,1,300
Missing Genre,SHOW,2011,TV-PG,1,300
romance,MOVIE,1984,,1,297
music,SHOW,2018,TV-Y,1,292
comedy,MOVIE,1962,,1,285
drama,MOVIE,1962,,1,285
romance,MOVIE,1962,,1,285
music,SHOW,2018,TV-Y7,1,283
comedy,MOVIE,1991,,1,272
documentation,MOVIE,1991,,1,272
music,MOVIE,1991,,1,272
family,SHOW,2022,TV-Y,4,265
animation,SHOW,2013,,1,264
action,MOVIE,1991,,2,264
action,SHOW,2016,,1,254
drama,SHOW,2012,,1,250
sport,MOVIE,2016,R,1,250
sport,MOVIE,1991,,1,248
romance,SHOW,2017,,1,244
horror,MOVIE,2009,PG-13,1,243
comedy,MOVIE,1974,,1,236
drama,MOVIE,1974,,1,236
romance,MOVIE,1974,,1,236
animation,SHOW,2011,TV-Y,3,235
family,SHOW,2011,TV-Y,3,235
Missing Genre,SHOW,2018,TV-G,1,233
crime,MOVIE,1953,,1,231
drama,MOVIE,1953,,1,231
history,MOVIE,1953,,1,231
thriller,MOVIE,1953,,1,231
romance,SHOW,2019,TV-PG,2,231
comedy,MOVIE,2011,NC-17,1,230
documentation,MOVIE,2011,NC-17,1,230
crime,SHOW,2010,TV-MA,1,228
war,SHOW,2010,TV-MA,1,228
fantasy,MOVIE,1966,,1,225
music,SHOW,2016,TV-14,1,210
family,SHOW,2016,,2,210
crime,MOVIE,1986,,1,209
scifi,SHOW,2022,TV-Y7,2,208
documentation,SHOW,2002,TV-G,1,206
comedy,SHOW,2007,TV-MA,1,203
documentation,MOVIE,1991,PG,1,195
comedy,SHOW,2002,TV-MA,1,190
drama,SHOW,2002,TV-MA,1,190
romance,SHOW,2002,TV-MA,1,190
action,MOVIE,1989,,1,188
crime,MOVIE,1989,,1,188
animation,SHOW,2013,TV-G,1,188
action,MOVIE,1986,,2,187
romance,SHOW,2015,TV-PG,1,185
fantasy,SHOW,2015,TV-Y,1,182
romance,SHOW,2015,TV-Y,1,182
animation,SHOW,2022,TV-G,1,176
family,SHOW,2022,TV-G,1,176
fantasy,SHOW,2022,TV-G,1,176
music,MOVIE,2022,PG-13,1,173
action,SHOW,1997,TV-Y7,1,172
animation,SHOW,1997,TV-Y7,1,172
comedy,SHOW,1997,TV-Y7,1,172
family,SHOW,1997,TV-Y7,1,172
fantasy,SHOW,1997,TV-Y7,1,172
scifi,SHOW,1997,TV-Y7,1,172
music,SHOW,2021,,2,172
romance,MOVIE,1969,,1,168
animation,MOVIE,2018,G,2,167
documentation,MOVIE,1993,PG-13,1,166
comedy,MOVIE,2000,,1,161
documentation,MOVIE,2000,,1,161
animation,SHOW,2021,,3,160
family,SHOW,2021,,3,160
animation,SHOW,2019,TV-G,1,159
animation,MOVIE,2016,G,1,157
comedy,MOVIE,2016,G,1,157
sport,MOVIE,2016,PG-13,1,157
sport,SHOW,2019,,1,156
